Time,UKQuarterlyHPI,UKEmp,UKUnEmp,UKMonthlyHousePrice,RegCBI,RegCC,BusinessBirths,ConsOutput_ANW,ConsOutput_AW,Unemployment,Employment,PublicEMP,WorkforceJobs,Exports,Imports,NI_IncComp,NI_IOS,NI_IOP,NI_Ports Traffic,NI_RSI,PayrollEMP,PayrollPayMedian,HousePrice,PMIAC,PMINB,PMIOB,PMICH,PMIPR,PMIEM,HousingRental,PMIFU
1984.75,0.01756,67.1,11.6,0.006386799,-99999999,15.4,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,0,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999
1985,0.00869,67.3,11.5,0,-99999999,15.3,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,0.026202372,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999
1985.25,0.01255,67.4,11.4,0.015567777,-99999999,15.5,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-0.017391743,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999
1985.5,0.00664,67.5,11.3,0.009079658,-99999999,15.6,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,0.084083117,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999
1985.75,0.00912,67.5,11.3,0.014723257,-99999999,16.1,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,0.008032172,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999
1986,0.00257,67.6,11.3,0.008600172,-99999999,16.4,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,0.007968169,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999
1986.25,0.01635,67.6,11.3,0.019428552,-99999999,16.8,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,0.046520016,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999
1986.5,0.01427,67.8,11.4,0.018596488,-99999999,17.1,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-0.0076046,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999
1986.75,0.01498,67.9,11.3,0.012811976,-99999999,17.1,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,0.015151805,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999
1987,0.01391,68.1,11.1,0.012444819,-99999999,16.6,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,0,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999
1987.25,0.02181,68.5,10.7,0.019198462,-99999999,16.4,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,0.044124805,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999
1987.5,0.01438,69.1,10.2,0.020630002,-99999999,16.2,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-0.014493008,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999
1987.75,-0.00077,69.7,9.7,0.024987471,-99999999,15.8,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,0.00266759,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999
1988,0.00715,70.2,9.2,0.017850231,-99999999,15.2,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,0.025975486,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999
1988.25,0.0355,70.7,8.7,0.025470819,-99999999,15,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,0.008510689,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999
1988.5,0.04562,71.1,8.4,0.054195944,-99999999,14.8,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,0.008438869,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999
1988.75,0.02253,71.5,8,0.02590057,-99999999,14.5,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,0.016667053,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999
1989,0.01703,72.1,7.6,0.009048129,-99999999,14.4,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,0.079406778,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999
1989.25,0.01933,72.4,7.2,0.015394328,-99999999,14,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-0.138998875,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999
1989.5,0.00374,72.6,7.1,0.014867277,-99999999,13.7,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,0.15415068,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999
1989.75,-0.00899,72.8,7,-0.008433168,-99999999,13.3,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-0.119664504,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999
1990,-0.01369,72.8,6.9,-0.009467027,-99999999,12.9,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,0.0737543,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999
1990.25,-0.00443,72.8,6.9,-0.003922405,-99999999,12.7,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,0.017391743,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999
1990.5,-0.01298,72.7,7.1,0.007809702,-99999999,12.6,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-0.003047235,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999
1990.75,-0.01802,72.3,7.5,-0.006498293,-99999999,12.8,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,0.08946682,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999
1991,-0.00295,71.7,8,-0.006154073,-99999999,12.6,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-0.011225562,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999
1991.25,0.00688,71,8.7,-0.001774444,-99999999,12.8,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-0.04031256,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999
1991.5,-0.00406,70.3,9.2,0.008364775,-99999999,13,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,0.041252852,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999
1991.75,-0.01015,69.8,9.5,-0.003942186,-99999999,13.2,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,0.073369246,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999
1992,-0.01189,69.4,9.7,-0.007097923,-99999999,13.6,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-0.096183924,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999
1992.25,0.00395,69.1,9.8,-0.010410893,-99999999,13.7,-99999999,-99999999,-99999999,12.4,61.8,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,0.036813973,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999
1992.5,-0.00348,68.9,9.9,0.001279219,-99999999,13.8,-99999999,-99999999,-99999999,12.3,61.4,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,0.023363175,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999
1992.75,-0.0176,68.5,10.4,-0.016931164,-99999999,13.9,-99999999,-99999999,-99999999,12.3,60.9,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,0.008000043,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999
1993,-0.00034,68.4,10.6,0.002207908,-99999999,13.9,-99999999,-99999999,-99999999,12.6,60.5,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-0.035482688,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999
1993.25,0.01524,68.4,10.4,0.00350947,-99999999,13.7,-99999999,-99999999,-99999999,12.8,60.1,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,0.01128796,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999
1993.5,-0.00144,68.5,10.2,0.009079658,-99999999,13.5,-99999999,-99999999,-99999999,12.3,60,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,0.097163749,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999
1993.75,-0.00588,68.5,10.3,-0.008206704,-99999999,13.3,-99999999,-99999999,-99999999,12.2,59.8,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-0.091059966,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999
1994,0.00235,68.7,9.9,0.004770132,-99999999,12.9,-99999999,-99999999,-99999999,12.1,59.8,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,0.049466068,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999
1994.25,0.0003,68.8,9.7,0.005996271,-99999999,12.8,-99999999,-99999999,-99999999,11.9,59.6,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-0.079319032,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999
1994.5,0.00311,69,9.4,0.007171611,-99999999,12.3,-99999999,-99999999,-99999999,11.5,59.8,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,0.131962765,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999
1994.75,0.0032,69.1,9,-0.002938688,-99999999,12,-99999999,-99999999,-99999999,11.3,59.9,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-0.008275909,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999
1995,-0.00867,69.2,8.9,-0.003807769,-99999999,11.5,-99999999,-99999999,-99999999,11.2,60.4,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,0.05741487,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999
1995.25,0.00464,69.4,8.7,0.004649426,-99999999,11.2,-99999999,-99999999,-99999999,10.9,61.4,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,0.009544541,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999
1995.5,-0.00252,69.6,8.6,0.003767397,-99999999,11,-99999999,-99999999,-99999999,10.2,62.2,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,5.17E-03,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999
1995.75,-0.00343,69.9,8.3,-0.005874604,-99999999,11,-99999999,-99999999,-99999999,10,63.2,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,0.01534557,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999
1996,0.00371,69.9,8.2,0.006291194,-99999999,10.8,-99999999,-99999999,-99999999,9.1,63.9,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,0.004221197,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999
1996.25,0.01385,69.9,8.3,0.00041619,-99999999,10.9,-99999999,-99999999,-99999999,10.6,62.5,-99999999,-0.001235547,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,0.062060728,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999
1996.5,0.00792,70,8.1,0.01672924,-99999999,10.8,-99999999,-99999999,-99999999,9.9,63.4,-99999999,0.009182044,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-1.58E-03,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999
1996.75,0.00924,70.3,7.8,0.007539335,-99999999,9.3,-99999999,-99999999,-99999999,9.3,63.1,-99999999,0.005417465,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,7.48E-02,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999
1997,0.00502,70.8,7.3,0.005861013,-99999999,8.4,-99999999,-99999999,-99999999,8.7,64.3,-99999999,-0.002399423,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,3.90E-02,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999
1997.25,0.01972,71,7.2,0.008836017,-99999999,7.8,-99999999,-99999999,-99999999,8.1,65.6,-99999999,0.002997213,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-0.055286805,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999
1997.5,0.01714,71.1,6.8,0.021515142,-99999999,7.7,-99999999,-99999999,-99999999,8.6,65.8,-99999999,0.005343403,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,0.064445024,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999
1997.75,0.00762,71.2,6.5,-0.003269485,-99999999,7.5,-99999999,-99999999,-99999999,8.8,65.5,-99999999,-0.001181754,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-0.004920924,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999
1998,0.00747,71.3,6.4,0.010803903,-99999999,7.4,-99999999,-99999999,-99999999,8.5,65,-99999999,0.002360302,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,0.015384919,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999
1998.25,0.01572,71.3,6.3,0.022525305,-99999999,7.3,-99999999,-99999999,-99999999,7,65.7,-99999999,-0.001769023,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,0.059930418,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999
1998.5,0.00756,71.6,6.2,0.018511547,-99999999,7.1,-99999999,-99999999,-99999999,7.9,64.5,-99999999,-0.000591279,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,0.01685069,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999
1998.75,-0.00035,71.8,6.1,-0.001946058,-99999999,7.1,-99999999,-99999999,-99999999,6.8,65.4,-99999999,0.004707845,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,0.034736678,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999
1999,0.00756,71.9,6.2,0.002592811,-99999999,6.9,-99999999,-99999999,-99999999,7.2,65.1,-99999999,0.002334922,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,0.040151379,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999
1999.25,0.016,71.9,6,0.018038867,-99999999,6.4,-99999999,-99999999,-99999999,7.6,65.1,-99999999,0.00116277,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-0.023530497,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999
1999.5,0.01435,72.1,5.9,0.024703016,-99999999,6,-99999999,-99999999,-99999999,7.1,65.4,-99999999,0.009759837,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,0.043602009,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999
1999.75,0.01345,72.3,5.8,0.010988063,-99999999,5.6,-99999999,-99999999,-99999999,6.6,65.2,-99999999,0.002264905,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-0.002340551,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999
2000,0.01745,72.3,5.8,0.010995384,-99999999,5.4,-99999999,-99999999,-99999999,6.6,65,-99999999,-0.003971368,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,0.061348024,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999
2000.25,0.01916,72.5,5.5,0.023041304,-99999999,5.2,-99999999,-99999999,-99999999,6.7,63.7,-99999999,0.001706464,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,0.015309211,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999
2000.5,-0.00143,72.6,5.3,0.008108112,-99999999,5.1,-99999999,-99999999,-99999999,5.5,64.9,-99999999,0.000567334,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,0.009181809,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999
2000.75,0.0037,72.5,5.2,0.012766777,-99999999,5.2,-99999999,-99999999,-99999999,6,65.5,-99999999,0.003950724,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,0.082025852,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999
2001,0.01232,72.6,5.1,-0.002270496,-99999999,4.9,-99999999,-99999999,-99999999,6.3,65,-99999999,0.001122209,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,0.094454305,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999
2001.25,0.01853,72.7,5,0.015405653,-99999999,4.8,-99999999,-99999999,-99999999,6,65.9,-99999999,-0.002247324,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-0.082147972,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999
2001.5,0.01658,72.5,5.1,0.015349387,-99999999,4.7,-99999999,-99999999,-99999999,6,66.6,-99999999,0.002807343,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,0.05055917,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999
2001.75,0.00702,72.6,5.2,-0.008807589,-99999999,4.7,-99999999,-99999999,-99999999,5.8,65.4,-99999999,0.005560825,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-0.091503481,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999
2002,0.01305,72.5,5.2,0.02890144,-99999999,4.6,-99999999,-99999999,-99999999,6.2,65.3,-99999999,-0.001660784,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,0.127681107,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999
2002.25,0.0356,72.7,5.2,0.034277673,-99999999,4.5,-99999999,-99999999,-99999999,5.5,66.1,-99999999,0.00221297,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,0.058732474,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999
2002.5,0.02971,72.6,5.3,0.023399454,-99999999,4.3,-99999999,-99999999,-99999999,6.2,66,-99999999,0.002750449,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,0.054629968,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999
2002.75,0.01958,72.9,5.1,0.021853652,-99999999,4.3,-99999999,-99999999,-99999999,5.6,67.1,-99999999,0.000548006,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-0.034338138,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999
2003,0.01472,72.7,5.2,0.001395325,-99999999,4.1,-99999999,-99999999,-99999999,5.3,68.7,-99999999,0.001093941,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,0.005226493,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999
2003.25,0.01928,72.9,4.9,0.008279097,-99999999,4.2,-99999999,-99999999,-99999999,5.1,67.6,-99999999,0.003265387,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,0.045018217,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999
