Time,UKQuarterlyHPI,UKEmp,UKUnEmp,UKMonthlyHousePrice,RegCBI,RegCC,BusinessBirths,ConsOutput_ANW,ConsOutput_AW,Unemployment,Employment,PublicEMP,WorkforceJobs,Exports,Imports,NI_IncComp,NI_IOS,NI_IOP,NI_Ports Traffic,NI_RSI,PayrollEMP,PayrollPayMedian,HousePrice,PMIAC,PMINB,PMIOB,PMICH,PMIPR,PMIEM,HousingRental,PMIFU
2003.5,0.01491,72.8,5,0.013788285,-99999999,4.2,-99999999,-99999999,-99999999,5.6,66.6,-99999999,0.003778845,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-0.007503161,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999
2003.75,0.01365,72.8,4.9,0.011111225,-99999999,4.1,-99999999,-99999999,-99999999,6.3,65.2,-99999999,-0.001076319,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,0.011647386,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999
2004,0.02004,73,4.8,-0.000645791,-99999999,3.8,-99999999,-99999999,-99999999,5.2,65.5,-99999999,0.002685812,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,0.024511031,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999
2004.25,0.02479,72.9,4.8,0.032069262,-99999999,3.6,-99999999,-99999999,-99999999,5,65.4,-99999999,0.001603551,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,0.03333642,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999
2004.5,0.01444,72.9,4.7,0.013300292,-99999999,3.5,-99999999,-99999999,-99999999,5.1,65.5,-99999999,0.005302807,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,0.055422152,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999
2004.75,-0.00289,73,4.7,-0.000582555,-99999999,3.4,-99999999,-99999999,-99999999,4.7,67.5,-99999999,0.002103125,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,0.035549627,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999
2005,0.00093,73.1,4.7,0.002839061,-99999999,3.3,-99999999,-99999999,-99999999,4.7,67.2,-99999999,0.006765659,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,0.026724516,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999
2005.25,0.01317,72.9,4.8,0.014203269,-99999999,3.3,-99999999,-99999999,-99999999,4.9,66.9,-99999999,-0.003629945,-99999999,-99999999,-99999999,-0.002270232,0.011429462,-99999999,-99999999,-99999999,-99999999,0.035838219,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999
2005.5,0.00037,73,4.7,0.0066422,-99999999,3.2,-99999999,-99999999,-99999999,4.3,68.3,-99999999,0.005176396,-99999999,-99999999,-99999999,0.004077912,-0.009651386,-99999999,-99999999,-99999999,-99999999,0.061695565,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999
2005.75,-0.00066,72.7,5.1,0.002789834,-99999999,3.3,-99999999,-99999999,-99999999,4.6,67.1,-99999999,-0.002580486,-99999999,-99999999,-99999999,0.011570004,-0.004907334,-99999999,-99999999,-99999999,-99999999,0.034160756,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999
2006,0.00802,72.9,5.2,0.003567892,-99999999,3.2,-99999999,-99999999,-99999999,4.2,67.5,-99999999,0.005145729,-99999999,-99999999,-99999999,0.004803708,0.014992364,-99999999,-99999999,-99999999,-99999999,0.028019238,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999
2006.25,0.01259,72.8,5.5,0.01753029,-99999999,3.2,-99999999,-99999999,-99999999,4.2,68.3,-99999999,-0.000511838,-99999999,-99999999,-99999999,0.002166062,0.006880056,-99999999,-99999999,-99999999,-99999999,0.091744835,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999
2006.5,0.00892,72.8,5.5,0.011602903,-99999999,3.2,-99999999,-99999999,-99999999,4.8,67.5,-99999999,0.001023073,-99999999,-99999999,-99999999,0.006008122,-0.001281736,-99999999,-99999999,-99999999,-99999999,0.109232138,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999
2006.75,0.00919,72.7,5.5,0.010141098,-99999999,3,-99999999,-99999999,-99999999,4.3,68,-99999999,0.004068362,-99999999,-99999999,-99999999,0.002973177,0,-99999999,-99999999,-99999999,-99999999,0.113596665,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999
2007,0.00872,72.5,5.5,0.004441011,-99999999,2.9,-99999999,-99999999,-99999999,4.1,68.8,-99999999,-0.002029417,-99999999,-99999999,-99999999,-0.001696465,0.004681319,-99999999,-99999999,-99999999,-99999999,0.100981618,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999
2007.25,0.01521,72.7,5.4,0.018354984,-99999999,2.8,-99999999,-99999999,-99999999,3.6,68.9,-99999999,0.000508244,-99999999,-99999999,-99999999,0.00127297,0.002952961,-99999999,-99999999,-99999999,-99999999,0.085693605,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999
2007.5,0.00551,72.7,5.3,0.00850152,-99999999,2.7,-99999999,-99999999,-99999999,3.9,68.1,-99999999,-0.001017084,-99999999,-99999999,-99999999,-0.00127297,0.010795639,-99999999,-99999999,-99999999,-99999999,3.59E-02,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999
2007.75,-0.00041,72.9,5.2,-0.001920343,-99999999,2.7,-99999999,-99999999,-99999999,4.2,68.1,-99999999,0.004558235,-99999999,-99999999,-99999999,-0.005990364,0.011732935,-99999999,-99999999,-99999999,-99999999,-4.74E-02,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999
2008,-0.01099,73,5.2,-0.014823677,-99999999,2.6,-99999999,-99999999,-99999999,4.5,68.2,-99999999,0.004011987,-99999999,-99999999,-99999999,0.006415102,-0.005624614,-99999999,-99999999,-99999999,-99999999,-0.077139554,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999
2008.25,-0.0119,72.9,5.4,-0.002415421,-99999999,2.9,-99999999,-99999999,-99999999,3.9,68.7,-0.003948159,0.004469622,-99999999,-99999999,-99999999,-0.005124478,0.007218357,-99999999,-99999999,-99999999,-99999999,-0.065180657,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999
2008.5,-0.02385,72.4,5.9,-0.024999195,-99999999,3.3,-99999999,-99999999,-99999999,4.1,68.1,-0.010030341,-0.007475133,-99999999,-99999999,-99999999,-0.009554864,-0.010465434,-99999999,-99999999,-99999999,-99999999,-0.100496184,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999
2008.75,-0.02256,72.2,6.4,-0.027965513,-99999999,4.1,-99999999,-99999999,-99999999,5.2,66.8,0.010030341,-0.004547628,-99999999,-99999999,-99999999,-0.013830783,-0.02171925,-99999999,-99999999,-99999999,-99999999,-0.08893119,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999
2009,-0.02017,71.7,7.1,-0.017907778,-99999999,5,-99999999,-99999999,-99999999,6.2,64.8,0.003948159,-0.002547189,-99999999,-99999999,-99999999,-0.003641904,-0.017478998,-99999999,-99999999,-99999999,-99999999,-0.092486265,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999
2009.25,0.01246,70.8,7.8,0.014132308,-99999999,5.6,-99999999,-99999999,-99999999,6.5,64,0,-0.003076479,-99999999,-99999999,-99999999,-0.004133982,-0.01175062,-0.03299,-99999999,-99999999,-99999999,0.009221412,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999
2009.5,0.01684,70.6,7.8,0.015382116,-99999999,5.9,-99999999,-99999999,-99999999,7,64.5,-0.001969593,-0.003616989,-99999999,-99999999,-99999999,0.004590894,-0.010197351,0.0096,-99999999,-99999999,-99999999,0.002648994,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999
2009.75,0.00528,70.6,7.8,0.007211167,-99999999,6.1,-99999999,-99999999,-99999999,5.9,65.6,0.001969593,0.005670394,-99999999,-99999999,-99999999,0.008591217,0.012025962,0.01866,-99999999,-99999999,-99999999,0.000914439,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999
2010,0.00206,70.2,8,-0.000526538,-99999999,6.1,-99999999,-99999999,-99999999,6.9,65.9,0,0.001533708,-99999999,-99999999,-99999999,0.001341106,0.003634285,0.03929,-99999999,-99999999,-99999999,-0.045325767,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999
2010.25,0.01528,70.4,7.9,0.009747641,-99999999,6.2,-99999999,-99999999,-99999999,6.6,66.3,-0.00593578,-0.003072851,-99999999,-99999999,-99999999,-0.007200902,-0.000452626,-0.00932,-99999999,-99999999,-99999999,-0.008782913,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999
2010.5,-0.00353,70.7,7.8,0.003234618,-99999999,6.4,-99999999,-99999999,-99999999,6.9,66.2,-0.00804272,0.001539143,-99999999,-99999999,-99999999,-0.014300951,0.002708706,-0.01772,-99999999,-99999999,-99999999,-0.017634707,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999
2010.75,-0.01152,70.4,7.9,-0.01085383,-99999999,6.4,-99999999,-99999999,-99999999,7.9,65.9,0.002024687,-0.008794828,-99999999,-99999999,-99999999,-0.009962407,0.021082132,0.02505,-99999999,-99999999,-99999999,-0.059613045,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999
2011,-0.00158,70.5,7.8,-0.007934481,-99999999,6.5,-99999999,-99999999,-99999999,7.3,66.9,0,-0.001570687,-99999999,-99999999,-99999999,-0.000960829,0,0.00766,-99999999,-99999999,-99999999,-0.045102698,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999
2011.25,0.01157,70.5,7.9,0.005482454,-99999999,6.6,-99999999,-99999999,-99999999,7.3,67.7,-0.004058856,-0.003158519,-99999999,-99999999,-0.026242914,0.009513951,0.001284263,-0.015,-99999999,-99999999,-99999999,-0.015933839,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999
2011.5,-0.00044,70.1,8.3,0.004611272,-99999999,6.7,-99999999,-99999999,-99999999,7.3,67.3,-0.006160309,0.001582131,-99999999,-99999999,0.006170606,0.001878033,0.02004792,-0.00016,-99999999,-99999999,-99999999,-1.75E-02,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999
2011.75,-0.00475,70.2,8.4,-0.006440648,-99999999,6.7,-99999999,-99999999,-99999999,7,67.6,0,-0.007433094,-99999999,-99999999,0.011382653,-0.001407763,-0.000817111,0.01815,-99999999,-99999999,-99999999,-2.85E-02,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999
2012,-0.00547,70.5,8.2,-0.002870421,-99999999,6.9,-99999999,-99999999,-99999999,6.7,67.4,0.002063161,-0.005930867,-99999999,-99999999,0.079941269,-0.004250877,0.002039903,0.01099,-99999999,-99999999,-99999999,-0.066135203,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999
2012.25,0.00592,70.9,8,0.010604238,-99999999,7.1,-99999999,-99999999,-99999999,7.7,67,-0.002063161,0.005395032,-99999999,-99999999,-0.024016871,-0.007661402,-0.020843467,-0.0161,-99999999,-99999999,-99999999,0.002623387,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999
2012.5,-0.00276,71.1,7.9,0.000627726,-99999999,7.2,-99999999,-99999999,-99999999,7.7,67.3,-0.00415596,-0.001611484,-99999999,-99999999,-0.038715551,0.002408739,-0.00214044,-0.00855,-99999999,-99999999,-99999999,-0.028021406,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999
2012.75,-0.00262,71.4,7.8,-0.003719569,-99999999,7.3,-99999999,-99999999,-99999999,7.6,67.1,0.00415596,0.002682495,-99999999,-99999999,0.036239168,-0.001443639,0.000857442,0.01848,-99999999,-99999999,-99999999,-0.024182985,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999
2013,0.00035,71.2,7.8,-0.000415284,-99999999,7.2,-99999999,-99999999,-99999999,8,66.4,0.002063161,-0.002682495,-99999999,-99999999,0.035454057,0.002882496,0,0.04267,-99999999,-99999999,-99999999,-0.022512617,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999
2013.25,0.01115,71.3,7.7,0.010110556,-99999999,7,-99999999,-0.03357,-0.02261,7.3,66.3,0,0.006410367,-99999999,-99999999,-0.004312791,-0.004814844,-0.002146789,-0.03527,-99999999,-99999999,-99999999,0.018316746,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999
2013.5,0.0093,71.7,7.6,0.008576069,-99999999,6.9,-99999999,0.01704,0.01045,7.4,67,-0.004136169,0.005794191,-99999999,-99999999,0.008299785,0.009103031,0.018949445,-0.00762,-99999999,-99999999,-99999999,0.019314885,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999
2013.75,0.00887,72,7.2,0.004594345,-99999999,6.6,-99999999,-0.01817,-0.01723,7.3,67.6,0.002073009,0,-99999999,-99999999,-0.019717689,0.000947208,-0.003308926,0.04409,-99999999,-99999999,-99999999,0.007040459,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999
2014,0.00907,72.5,6.8,0.003805254,-99999999,6.3,-99999999,0.0116,0.02335,7.1,67.7,0,0.005201194,-99999999,-99999999,0.054305309,0,-0.005011146,-0.0155,-99999999,-99999999,-99999999,0.016459846,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999
2014.25,0.02006,72.8,6.3,0.017867914,-99999999,6,-99999999,0.01398,-0.00309,6.5,68.3,0,-0.006773777,-99999999,-99999999,0.001828611,0.00047283,0,0.02054,0.011018633,-99999999,-99999999,0.032866528,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999
2014.5,0.00524,73,6,0.011591882,-99999999,5.8,-99999999,0.02099,0.0106,6.2,68.4,-0.002073009,0.008836937,-99999999,-99999999,-0.03869003,-0.002369316,0.002512801,-0.04297,0.001809563,-99999999,-99999999,0.019297681,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999
2014.75,0.00044,73.2,5.7,-0.001060812,-99999999,5.5,-99999999,0.02593,0.02083,5.8,67.7,0.002073009,-0.005697445,-99999999,-99999999,-0.006604275,0.002369316,-0.004196115,0.00334,-0.000903839,0.003348529,0.017322219,0.014861449,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999
2015,-0.001,73.4,5.5,-0.000299319,-99999999,5,-99999999,0.05498,0.04439,6.2,68.2,0,0.007238409,-99999999,-99999999,0.111197117,-0.001894417,0.005863274,0.01715,0.004500501,0.012734604,-0.009290047,0.001714188,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999
2015.25,0.01292,73.4,5.6,0.01177724,-99999999,4.8,-99999999,0.01054,-0.00087,6.3,67.8,-0.002073009,-0.001026701,-99999999,-99999999,-0.027029436,0.004720639,-0.002503145,0.00799,0.001787223,0.009364551,-0.006018072,0.030141157,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,0.000624983,-99999999
2015.5,0.00328,73.8,5.3,0.012155805,-99999999,4.5,-99999999,-0.01778,-0.01567,6,67.9,-0.008392425,0.004601162,-99999999,-99999999,-0.02174981,0.002341216,0,-0.02111,-0.007193448,0.006522732,0.002010051,0.029164949,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,0.003989632,-99999999
2015.75,0.0029,74.1,5.1,0.00539855,-99999999,4.3,-99999999,0.03188,0.01466,5.9,68.7,0.002113359,-0.00357446,-99999999,-99999999,-0.030626036,-0.000467235,0,0.00668,0.000453098,0.000887672,0.002006019,0.008726304,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,0.006943783,-99999999
2016,0.00334,74.1,5.1,0.005782963,-99999999,4.2,-99999999,-0.02569,0.01444,6.1,69.2,0,0.006615041,-99999999,-99999999,0.071722453,0.004649878,-0.00462691,0.03482,0.013816587,0.005339443,0.012612182,0.000840454,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,0.006503127,-99999999
2016.25,0.01224,74.4,4.9,0.010780347,-99999999,4,-99999999,0.04377,0.01779,5.8,69.2,-0.004237053,0.004021274,-99999999,-99999999,0.01302532,0.007337779,0.001688222,-0.00656,-0.003523707,0.001193582,0.000659413,0.036387646,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,0.006461109,-99999999
2016.5,0.00446,74.4,4.8,0.00391892,-99999999,3.8,-99999999,-0.00559,-0.00652,5.6,70.1,-0.008600172,-0.001503618,-99999999,-99999999,-0.049634154,-0.002279766,0.000841656,-0.01098,0.002205665,0.005518296,0.005915232,0.011900109,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,0.00243653,-99999999
2016.75,-0.00086,74.6,4.7,0.001379832,-99999999,3.6,-99999999,0.05374,0.03327,5.4,69.8,0.008600172,0.004495325,-99999999,-99999999,-0.006245355,0.00994266,0.00832805,0.00866,0.01214889,6.37E-03,0.001309758,2.66E-03,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,0.001750633,-99999999
2017,0.00153,74.8,4.6,-0.000531315,-99999999,3.4,-99999999,-0.01517,0.00216,5.3,68.4,0,-0.000497189,-99999999,-99999999,0.070455247,0.000446575,0.00041224,0.01328,-0.016127187,0.002686916,0.012357881,-0.002220151,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,0.000485743,-99999999
2017.25,0.00689,75.1,4.4,0.013111469,-99999999,3.3,-0.091701889,0.01935,0.00934,5.1,69.4,0,0.002974631,-99999999,-99999999,-0.062724276,-0.005389453,-0.028963696,0.01916,-0.001779898,0.006292593,0.005800854,0.019021355,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,0.008799554,-99999999
2017.5,0.0035,75,4.3,0.00595275,-99999999,3.2,0.016922705,-0.01458,-0.00063,4,68.3,-0.00643411,-0.002477442,-99999999,-99999999,-0.021535488,0.003600389,-0.024461003,-0.05084,-0.001787223,0.004941986,0.003848626,0.013257852,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,0.005185339,-99999999
2017.75,-0.00049,75.2,4.4,0.000839135,-99999999,3.2,-0.104232695,0.00653,0.0016,4.1,68.6,0.00643411,0.006412187,-99999999,-99999999,-0.013989424,0.001789063,0.016459445,0.03386,-0.002244421,0.008270702,0.00892294,0.005579653,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,0.003632891,-99999999
2018,0.00074,75.6,4.2,-0.00301288,-99999999,3.1,0.156306309,-0.02803,-0.02608,3,69.8,0.002123694,-0.000980349,-99999999,-99999999,0.10693325,0.008836408,0.00357446,0.0274,0.012421935,0.002652691,0.006325132,0.005293276,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,0.003144207,-99999999
2018.25,0.00568,75.5,4,0.008805021,-99999999,3.1,-0.056242873,0.00358,0.02076,3.7,69.6,0.002113359,0.002446736,0.010679911,0.008833413,-0.008684061,-0.000875594,0.001776258,-0.00369,0.00174591,0.004804376,0.016260521,0.013783991,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,0.007109372,-99999999
2018.5,0.00307,75.6,4.1,0.005854046,-99999999,3.1,-0.061396625,0.03224,0.02528,3.8,69.4,-0.006371182,-0.004907334,-0.017745048,0.004017141,-0.021938729,-0.00131671,0.006597005,-0.0477,0.001304842,0.00430076,0.003715175,0.018884967,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,5.75E-03,-99999999
2018.75,-0.00388,75.8,4,-0.003248848,-99999999,3.2,0,0.00059,-0.01916,3.8,70.3,0.006371182,0.003440948,0.045553931,0.011616947,0.012203202,0.006976768,-0.007484226,0.03488,0.007320953,0.005552673,0.009227995,0.015861668,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,0.004217241,-99999999
2019,-0.00302,76.1,3.8,-0.004991601,-99999999,3.1,0.189812518,0.00422,0.01226,2.9,71.3,0.002103125,0.002927839,-0.007578857,0.014881835,0.042683604,0.000432349,0.013121677,0.0059,-0.003429787,0.005352764,0.017602882,-0.009781623,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,0.003547427,-99999999
2019.25,0.00652,76.1,3.9,0.005595724,-99999999,3.1,-0.079597038,-0.00185,-0.01073,3.1,72.2,0.00209299,0.007712424,0.002788119,-0.007164652,0.046767685,-0.003470903,0.000860842,-0.02014,0,9.98E-04,0.009580912,0.011159648,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,0.005390348,-99999999
2019.5,0.0018,76,3.8,0.006533681,-99999999,3,-0.099099475,0.00486,0.01665,2.5,72.3,-0.004196115,0.004278798,-0.025958538,-0.006637117,-0.066235123,-0.002183486,-0.007372125,-0.02289,-0.007379494,3.44E-03,0.002380954,0.020842438,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,0.008123372,-99999999
2019.75,-0.00177,76.5,3.8,-0.003255121,-99999999,3.2,0.001565027,0.01209,-0.00421,2.4,72.4,0.006279066,-0.000473346,0.00953249,-0.018061501,-0.024092202,0.00565439,-0.001752957,0.03291,-0.000438018,1.89E-03,-0.005963047,0.002139716,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,0.002479226,-99999999
2020,0.00398,76.3,4,0.001667164,-99999999,3.1,0.198419724,0.00891,-0.00337,2.5,71.8,0,0,-0.017472281,-0.035118354,0.009754965,-0.017638748,-0.016559343,-0.00082,-0.001756502,4.75E-03,0.043306943,0.004186916,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,0.009855893,-99999999
2020.25,0.00441,75.7,4.1,0.003752935,-99999999,6.2,-0.265887563,-0.18403,-0.16377,2.8,69.9,0.006189575,-0.003805452,-0.117786424,-0.06145443,-0.021307213,-0.098600974,-0.086542346,-0.0775,-0.018426016,-0.016816666,-0.016166634,0.000788022,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,0.003263829,-99999999
2020.5,0.00821,74.9,4.9,0.012472489,-99999999,6.1,0.067467839,0.14836,0.14929,3.4,69.9,-0.002053406,-0.007226364,0.074426149,0.050340231,0.085180862,0.101739925,0.095124627,0.07996,0.02800003,-0.002990372,0.025288704,0.020273599,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,0.01080313,-99999999
2020.75,0.01049,74.6,5.2,0.011431048,-99999999,5.9,0.086154902,0.0712,0.06747,3.8,68.2,0.006131318,-0.005376815,0.026615301,0.033451551,-0.022013519,-0.008573364,0.013214848,0.0216,-0.014886551,-0.002167853,0.012408507,0.025755767,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,8.38E-03,-99999999
2021,0.00344,74.7,4.9,0.009564843,-99999999,5.8,0.15554204,-0.03173,-0.02203,4.2,67.9,0.002024687,-0.003952651,-0.067676084,-0.052109023,0.096325629,-0.001826688,-0.006557163,-0.02153,-0.025216788,0.005063645,0.009484032,0.010848934,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,0.011125943,-99999999
2021.25,0.02026,75,4.7,0.020892106,-99999999,5.1,-0.11989392,0.01948,0.00635,4.3,68.7,0.002015291,-0.002988277,0.042828006,0.041321456,-0.063890736,0.022733788,0.008721066,0.00742,0.023431403,0.019016122,0.01979174,0.034557793,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,0.011774591,-99999999
2021.5,0.00855,75.3,4.3,0.004603974,-99999999,4.8,-0.043403585,0.00135,0.00228,4.3,68.1,-0.004039978,0.007432489,-0.00243179,0.075045834,-0.016571109,0.011570444,0.002582532,0.00019,-0.005853721,0.007858662,0.002718132,3.05E-02,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,0.017098402,-99999999
2021.75,0.00968,75.5,4,0.004272025,-99999999,4.3,-0.005248336,-0.00332,0.01193,3.2,68.8,0.010030341,0.001471355,0.036752764,-0.006845766,-0.079031127,0.005462896,0.004695121,0.03077,-0.00501553,0.010833815,0.033104999,2.09E-04,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,0.022901054,-99999999
2022,0.01295,75.6,3.7,0.010969918,-99999999,-99999999,0.123285539,-99999999,-99999999,2.6,70.6,0.007860748,0.0063545,-0.009681141,0.005044127,-99999999,-99999999,-99999999,-99999999,-99999999,0.004096921,0.01821544,0.033730916,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,0,-99999999
2022.25,0.01583,75.5,3.8,-99999999,-99999999,-99999999,-0.105187317,-99999999,-99999999,-99999999,69.7,0,0.0014533,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999
