Time,UKQuarterlyHPI,UKEmp,UKUnEmp,UKMonthlyHousePrice,RegCBI,RegCC,BusinessBirths,ConstructionOutput_TNH,ConstructionOutput_ANW,ConstructionOutput_AW,Unemployment,Employment,PublicEMP,WorkforceJobs,Exports,Imports,OvernightVisits,Spending,Scot_IncComp,Scot_GDP,Scot_LabourProductivity,Scot_RetailSales,Scot_CSI_current,PayrollEMP,PayrollPayMedian,HousePrice,PMIAC,PMINB,PMIOB,PMICH,PMIPR,PMIEM,HousingRental,PMIFU
1980.5,0.00519,70.7,7.1,0.017253291,-99999999,7.1,-99999999,-0.018098222,-0.023737847,0.006915663,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,0.068923928,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999
1980.75,-0.00241,69.9,8,0.000844931,-99999999,8,-99999999,-0.048848568,-0.039833977,-0.043249088,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-0.015564516,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999
1981,0.00427,69.3,8.9,0.00084329,-99999999,8.7,-99999999,-0.055047566,-0.021938729,-0.024155335,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,0.028034702,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999
1981.25,0.00668,68.7,9.6,0.011637295,-99999999,9.4,-99999999,0.070287533,-0.007948095,-0.002410521,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,0.049289381,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999
1981.5,0.00162,68.2,9.9,0.006916311,-99999999,9.9,-99999999,-0.005020801,-0.003451365,0.015045434,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,0.009932362,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999
1981.75,-0.00706,67.7,10.2,-0.008559812,-99999999,10.3,-99999999,-0.026013432,-0.036111746,-0.03567108,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,0.004482302,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999
1982,0.00685,67.4,10.4,-0.010837085,-99999999,10.4,-99999999,-0.021994294,0.020830526,0.016578138,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-0.004482302,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999
1982.25,0.00892,67.1,10.6,0.018588907,-99999999,10.6,-99999999,0.067751784,0.044319428,0.032126588,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,0.043943801,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999
1982.5,0.00508,66.6,10.8,0.010783037,-99999999,10.9,-99999999,0.054357662,0.00429998,0.01044745,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,0.008561696,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999
1982.75,0.0105,66.1,11.1,0.006265854,-99999999,11.3,-99999999,0.004237053,-0.011928938,-0.003702448,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,0.031881895,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999
1983,0.01218,65.7,11.3,0.012644667,-99999999,11.5,-99999999,0,-0.040294595,-0.003734283,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,0.023664915,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999
1983.25,0.01745,65.6,11.4,0.014849121,-99999999,11.7,-99999999,0,0.030284804,0.01402262,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,0.070067563,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999
1983.5,0.01234,65.9,11.5,0.017874724,-99999999,11.7,-99999999,0.047860616,0.034588977,0.035543513,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-0.022814678,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999
1983.75,0.00685,66.3,11.7,0.003488328,-99999999,11.8,-99999999,0.053245512,0.006189575,0.003333052,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,0.045120435,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999
1984,0.01568,66.5,11.8,0.003460532,-99999999,11.9,-99999999,-0.027583522,-0.03407979,-0.016237199,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-0.029852963,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999
1984.25,0.01662,66.7,11.9,0.013572807,-99999999,11.9,-99999999,-0.02566199,0.036123532,0.024785284,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,0.044451763,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999
1984.5,0.00589,66.8,11.7,0.016390416,-99999999,12,-99999999,0,0.012064511,0.019729589,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,0.035590945,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999
1984.75,0.01756,67.1,11.6,0.006386799,-99999999,12.1,-99999999,0,-0.014108254,-0.01455165,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-0.007017573,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999
1985,0.00869,67.3,11.5,0,-99999999,12.1,-99999999,-0.015374862,-0.003083761,0.003843339,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-0.007067167,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999
1985.25,0.01255,67.4,11.4,0.015567777,-99999999,12.3,-99999999,0.003895044,0.034682747,0.019942418,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,0.048452383,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999
1985.5,0.00664,67.5,11.3,0.009079658,-99999999,12.3,-99999999,0.011479818,-0.010604832,-0.001219929,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-0.006779687,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999
1985.75,0.00912,67.5,11.3,0.014723257,-99999999,12.4,-99999999,-0.003792989,0.000974848,0.006065664,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,0.020202707,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999
1986,0.00257,67.6,11.3,0.008600172,-99999999,12.6,-99999999,-0.035715552,-0.034437643,-0.027346596,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,0.006644543,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999
1986.25,0.01635,67.6,11.3,0.019428552,-99999999,12.7,-99999999,0.079181246,0.076184276,0.047358283,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,0.02614528,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999
1986.5,0.01427,67.8,11.4,0.018596488,-99999999,12.9,-99999999,-0.014010714,-0.032116649,-0.005208124,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,0,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999
1986.75,0.01498,67.9,11.3,0.012811976,-99999999,13,-99999999,0.01744389,-0.025496387,-0.009415967,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,0.019169916,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999
1987,0.01391,68.1,11.1,0.012444819,-99999999,12.8,-99999999,-0.066377223,-0.043518854,-0.013289602,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,0.018809332,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999
1987.25,0.02181,68.5,10.7,0.019198462,-99999999,12.5,-99999999,0.052478613,0.060357922,0.029062622,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,0.030583423,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999
1987.5,0.01438,69.1,10.2,0.020630002,-99999999,11.9,-99999999,0.007004902,0.00865732,0.013555154,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-0.012121361,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999
1987.75,-0.00077,69.7,9.7,0.024987471,-99999999,11.6,-99999999,0.020361283,0.033882077,0.025379303,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,0.038945165,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999
1988,0.00715,70.2,9.2,0.017850231,-99999999,11.1,-99999999,-0.034485925,-0.026328939,-0.006340178,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-0.04405999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999
1988.25,0.0355,70.7,8.7,0.025470819,-99999999,10.6,-99999999,0.02780434,0.055292635,0.028327996,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,0.069593292,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999
1988.5,0.04562,71.1,8.4,0.054195944,-99999999,10.3,-99999999,-0.020684599,0.034825493,0.027997559,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,0.057158414,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999
1988.75,0.02253,71.5,8,0.02590057,-99999999,9.9,-99999999,0.056222924,0.003786375,0.008334265,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,0.031252543,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999
1989,0.01703,72.1,7.6,0.009048129,-99999999,9.4,-99999999,0.021189299,-0.024823584,-0.011619058,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,0.015267472,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999
1989.25,0.01933,72.4,7.2,0.015394328,-99999999,8.8,-99999999,-0.002964479,0.051861575,0.03309216,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,0.0588405,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999
1989.5,0.00374,72.6,7.1,0.014867277,-99999999,8.5,-99999999,0.017490732,0.037965643,0.023366218,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,0.03509132,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999
1989.75,-0.00899,72.8,7,-0.008433168,-99999999,8.1,-99999999,0.00848811,0.004520578,0.004935218,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,0.066691375,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999
1990,-0.01369,72.8,6.9,-0.009467027,-99999999,7.9,-99999999,0.060088304,0.026177748,0.02772191,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-0.023317132,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999
1990.25,-0.00443,72.8,6.9,-0.003922405,-99999999,7.6,-99999999,0.035137307,0.012519994,0.001914038,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,0.031285138,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999
1990.5,-0.01298,72.7,7.1,0.007809702,-99999999,7.6,-99999999,-0.018385581,0.019535056,0.015384826,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,0.034312145,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999
1990.75,-0.01802,72.3,7.5,-0.006498293,-99999999,7.8,-99999999,0.079181246,-0.015440666,-0.008563306,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,0.043675063,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999
1991,-0.00295,71.7,8,-0.006154073,-99999999,8,-99999999,-0.086281586,-0.020258834,-0.015696793,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,0.057211172,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999
1991.25,0.00688,71,8.7,-0.001774444,-99999999,8.3,-99999999,0.084320886,0.053315887,0.023891272,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-0.051529338,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999
1991.5,-0.00406,70.3,9.2,0.008364775,-99999999,8.5,-99999999,-0.074879329,-0.045457874,-0.020783606,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-0.006631952,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999
1991.75,-0.01015,69.8,9.5,-0.003942186,-99999999,8.6,-99999999,-0.065392962,-0.014000894,-0.011372695,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,0.044617066,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999
1992,-0.01189,69.4,9.7,-0.007097923,-99999999,8.7,-99999999,0.023766722,0.018766863,0.015226265,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,0.019802627,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999
1992.25,0.00395,69.1,9.8,-0.010410893,-99999999,8.8,-99999999,0.022533298,0.028102778,0.008359382,9.5,68.7,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,0.001780944,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999
1992.5,-0.00348,68.9,9.9,0.001279219,-99999999,9,-99999999,0.019092942,0.016349276,0.027346074,10.2,68,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,0.018386626,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999
1992.75,-0.0176,68.5,10.4,-0.016931164,-99999999,9.3,-99999999,-0.052029,-0.03046015,-0.022853332,10.8,66.9,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,0.011072081,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999
1993,-0.00034,68.4,10.6,0.002207908,-99999999,9.2,-99999999,0.007825338,0.001145896,0.004815255,10.4,66.9,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-0.053455685,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999
1993.25,0.01524,68.4,10.4,0.00350947,-99999999,9.2,-99999999,0.062492448,0.048154076,0.023306575,10.2,66.9,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,0.079148798,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999
1993.5,-0.00144,68.5,10.2,0.009079658,-99999999,9.1,-99999999,0.034417565,-0.013524035,-0.00280191,9.9,67,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,0.001949318,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999
1993.75,-0.00588,68.5,10.3,-0.008206704,-99999999,8.9,-99999999,0.022172979,-0.035202612,-0.015378027,10,67.4,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-0.047865567,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999
1994,0.00235,68.7,9.9,0.004770132,-99999999,9,-99999999,0.028519729,0.00682152,0.019574142,10.1,68,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-0.003069056,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999
1994.25,0.0003,68.8,9.7,0.005996271,-99999999,8.8,-99999999,0.03702112,0.005603878,-0.013788284,10,68,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,0.039181305,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999
